GENESIS-Tabelle: 51000-22i
Aus- und Einfuhr nach Gruppen (247) des;;;;;;
Güterverzeichnisses der Produktionsstatistiken GP 2019;;;;;;
- Land - Jahr (ab 2008);;;;;;
Außenhandel;;;;;;
Nordrhein-Westfalen;;;;;;
;;;Ausfuhr: Gewicht;Ausfuhr;Einfuhr: Gewicht;Einfuhr
;;;t;Tsd. EUR;t;Tsd. EUR
2010;1411;Bekleidung aus Leder oder rekonstituiertem Leder;115;9960;1809;91040
2010;1412;Arbeitsbekleidung und Berufsbekleidung;233;8237;7096;97348
2010;1413;Sonstige Oberbekleidung;79105;229621;123992;2615164
2010;1414;Wäsche;5289;142935;104837;1954863
2010;1419;Bekleidung und Bekleidungszubehör, a.n.g.;4766;101164;47370;725061
2010;1420;Pelzwaren;4;975;156;6814
2010;1431;Strumpfwaren;3902;96749;23502;304405
2010;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;2226;54279;46695;939526
2010;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;4957;102632;8559;110113
2010;1512;Lederwaren (ohne Lederbekleidung und Schuhe);4249;74716;44742;443454
2010;1520;Schuhe;5345;151936;85319;1345145
2010;1610;Holz, gesägt und gehobelt;654383;190615;506904;185971
2010;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;643550;443890;744353;334100
2010;1622;Parkettböden;2601;9223;21514;49640
2010;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;31698;80010;46065;75395
2010;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;75412;30466;206708;68945
2010;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;22845;42781;205396;285970
2010;1711;Holz- und Zellstoff;250636;126080;820924;461941
2010;1712;Papier und Pappe;2582473;2042894;2012085;1584567
2010;1721;Wellpapier und -pappe, Verpackungsmittel;455501;760294;108845;190136
2010;1722;Haushalts-, Hygiene- und Toilettenartikel;401046;1114447;171272;380422
2010;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;34274;78431;34024;98347
2010;1724;Tapeten;30081;114486;2323;11897
2010;1729;Andere Waren aus Papier, Karton und Pappe;38580;128342;51219;160601
2010;1910;Kokereierzeugnisse;381989;95444;1775335;420705
2010;1920;Mineralölerzeugnisse;3866816;1830519;15241408;7935138
2010;2011;Industriegase;120229;33070;256692;63833
2010;2012;Farbstoffe und Pigmente;723512;1105085;204736;431442
2010;2013;Sonstige anorganische Grundstoffe und Chemikalien;2554718;1371839;1370343;693037
2010;2014;Sonstige organische Grundstoffe und Chemikalien;6571055;7965161;5202374;5103584
2010;2015;Düngemittel und Stickstoffverbindungen;526789;145945;795458;172571
2010;2016;Kunststoffe, in Primärformen;4889822;7715465;2438815;3665341
2010;2017;Synthetischer Kautschuk, in Primärformen;380687;677720;121932;270422
2010;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;52203;483604;29068;225024
2010;2030;Anstrichmittel, Druckfarben und Kitte;626329;1509932;186312;491286
2010;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;864915;1262263;673451;856456
2010;2042;Körperpflegemittel und Duftstoffe;209581;1156245;146857;993133
2010;2051;Pyrotechnische Erzeugnisse;10228;35080;9857;24344
2010;2052;Klebstoffe;170550;314818;70299;211106
2010;2053;Etherische Öle;29522;422197;21778;223026
2010;2059;Sonstige chemische Erzeugnisse, a.n.g.;1529612;2520508;1322965;2192292
2010;2060;Chemiefasern;132550;384076;173294;360857
2010;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;65510;551443;104947;402144
2010;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;45856;3432943;42043;2836101
2010;2211;Herstellung und Runderneuerung von Bereifungen;77334;428726;135509;467616
2010;2219;Andere Gummiwaren (ohne Bereifungen);150644;947123;141390;840317
2010;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;590348;2120058;354037;1159047
2010;2222;Verpackungsmittel aus Kunststoffen;243627;755551;276262;588473
2010;2223;Baubedarfsartikel aus Kunststoffen;88510;376791;95660;255756
2010;2229;Sonstige Kunststoffwaren;247636;1656067;250742;1277544
2010;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);455761;200363;170396;72469
2010;2312;Veredeltes und bearbeitetes Flachglas;163543;337412;159347;354130
2010;2313;Hohlglas;209047;167942;96780;157215
2010;2314;Glasfasern und Waren daraus;21466;62365;119868;170439
2010;2319;Sonstiges Glas (einschl. technischer Glaswaren);5869;35495;33849;90123
2010;2320;Feuerfeste keramische Werkstoffe;362693;342391;103084;118103
2010;2331;Keramische Wand-, Bodenfliesen und -platten;43309;25973;221919;109475
2010;2332;Ziegel und sonstige Baukeramik;384440;85942;97815;22878
2010;2341;Keramische Haushaltswaren und Ziergegenstände;7229;22303;78772;138991
2010;2342;Sanitärkeramik;7026;27531;24151;44387
2010;2343;Isolatoren und Isolierteile aus Keramik;732;10115;2430;14792
2010;2344;Keramische Waren für sonstige technische Zwecke;4464;61816;2316;33070
2010;2349;Andere keramische Waren, a.n.g.;19636;27083;11821;16330
2010;2351;Zement;3271082;239330;282608;59361
2010;2352;Kalk und gebrannter Gips;964365;66444;347538;32851
2010;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;838240;89814;124212;31134
2010;2362;Gipserzeugnisse für den Bau;82455;12755;31802;7717
2010;2363;Frischbeton (Transportbeton);134634;5554;4514;136
2010;2364;Mörtel und anderer Beton, nicht feuerfest;293625;87023;7948;1769
2010;2365;Faserzementwaren;36181;28576;11189;6838
2010;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;177789;28664;59088;24913
2010;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;44280;13568;271915;113549
2010;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;13203;136219;18566;176317
2010;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;312364;475103;240343;330638
2010;2410;Roheisen, Stahl und Ferrolegierungen;7225165;6140786;10178270;8580957
2010;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;2151076;3467834;964137;1289062
2010;2431;Blankstahl;188306;360275;300518;522477
2010;2432;Kaltband, Breite<600mm;1133390;1336525;306389;415667
2010;2433;Kaltprofile;136077;212603;74941;132854
2010;2434;Kaltgezogener Draht;211290;348950;223475;319824
2010;2441;Edelmetalle und Halbzeug daraus;47;7766;50;93218
2010;2442;Aluminium und Halbzeug daraus;888965;2711264;2125663;3610304
2010;2443;Blei, Zink und Zinn und Halbzeug daraus;181944;397753;379005;789235
2010;2444;Kupfer und Halbzeug daraus;369420;2509778;389211;2214909
2010;2445;Sonstige NE-Metalle und Halbzeug daraus;40831;567047;119813;1437104
2010;2446;Kernbrennstoffe;-;-;7738;507744
2010;2451;Eisengießereierzeugnisse;4086;14041;21741;43214
2010;2452;Stahlgießereierzeugnisse;510;10374;1275;10886
2010;2511;Metallkonstruktionen;348402;856177;246065;513192
2010;2512;Ausbauelemente aus Stahl und Aluminium;55801;256789;19695;87088
2010;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;19468;179879;30442;195375
2010;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;33621;121595;20978;57697
2010;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;13662;144683;15532;101784
2010;2540;Waffen und Munition, Teile dafür;1038;46800;1539;23687
2010;2571;Schneidwaren und Bestecke, aus unedlen Metallen;13878;438049;19282;233468
2010;2572;Schlösser und Beschläge, aus unedlen Metallen;238944;1768336;165581;843248
2010;2573;Werkzeuge;58080;1180526;75379;840069
2010;2591;Metallbehälter, Fassungsvermögen<=300l;45630;125626;14851;43420
2010;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;71818;377507;21601;87844
2010;2593;Drahtwaren, Ketten und Federn;307244;865444;222547;366134
2010;2594;Schrauben und Nieten;209089;1007032;273369;737008
2010;2599;Andere Metallwaren, a.n.g.;538041;1903704;390790;1375877
2010;2611;Elektronische Bauelemente;24672;860893;116022;2970755
2010;2612;Bestückte Leiterplatten;1412;166426;4645;264165
2010;2620;Datenverarbeitungsgeräte und periphere Geräte;34636;1425359;84671;4531645
2010;2630;Geräte u. Einricht. d. Telekommunikationstechnik;12194;902151;34557;4603006
2010;2640;Geräte der Unterhaltungselektronik;14668;360815;116695;2385955
2010;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;23155;2205593;21802;1827007
2010;2652;Uhren;253;46284;2995;232450
2010;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;1407;215670;2798;474929
2010;2670;Optische und fotografische Instrumente und Geräte;1192;199830;7720;1022115
2010;2680;Magnetische und optische Datenträger;24982;196620;26427;192349
2010;2711;Elektromotoren,Generatoren,Transformatoren,Teile;76755;1372044;123785;1361757
2010;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;51231;1823961;38125;1025090
2010;2720;Akkumulatoren und Batterien;61686;260672;72144;337699
2010;2731;Glasfaserkabel;5759;47828;1946;42370
2010;2732;Sonstige elektronische und elektrische Kabel;117280;922319;124127;657026
2010;2733;Elektrisches Installationsmaterial;51600;1507461;36369;805177
2010;2740;Elektrische Lampen und Leuchten;34894;1134337;113905;1053991
2010;2751;Elektrische Haushaltsgeräte, Teile dafür;147804;1518424;278682;1348166
2010;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;12506;98245;33552;131816
2010;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;94449;887175;102811;726155
2010;2811;Verbrennungsmotoren und Turbinen;287027;2046211;71140;630202
2010;2812;Hydraulische, pneumatische Komponenten und Systeme;17387;481532;18988;348439
2010;2813;Sonstige Pumpen und Kompressoren;89473;2137313;62334;701184
2010;2814;Armaturen;68566;1560837;84134;995092
2010;2815;Lager, Getriebe, Zahnräder und Antriebselemente;202346;2690266;149749;1117046
2010;2821;Öfen und Brenner, Teile dafür;26686;459697;10414;82636
2010;2822;Hebezeuge und Fördermittel;182690;1496980;112627;557558
2010;2823;Büromaschinen;10084;313514;25702;777284
2010;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;2393;100103;18792;276054
2010;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;71981;977771;83037;959103
2010;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;132762;2639443;82357;824342
2010;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;131375;1077222;56927;335517
2010;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;72596;1332892;35197;401185
2010;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;43699;645029;11055;121178
2010;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;76638;610019;22220;112158
2010;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;224161;2089280;143903;610398
2010;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;13587;320310;8881;122717
2010;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;79109;1258115;19573;202096
2010;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;15767;391905;11624;101953
2010;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;26129;717611;9378;149296
2010;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;122797;2649714;77003;1104486
2010;2910;Kraftwagen und Kraftwagenmotoren;932209;8227141;864344;8203557
2010;2920;Karosserien, Aufbauten und Anhänger;276999;1092088;168644;470558
2010;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;27886;329558;45901;658419
2010;2932;Andere Teile und anderes Zubehör für Kraftwagen;1106606;6230616;632925;4110163
2010;3011;Schiffe (ohne Boote und Yachten);2416;9564;64332;241861
2010;3012;Boote und Yachten;348;6852;939;12750
2010;3020;Schienenfahrzeuge;81867;760872;73820;407648
2010;3030;Luft- und Raumfahrzeuge;2943;264018;1265;508152
2010;3040;Militärische Kampffahrzeuge;-;-;-;-
2010;3091;Krafträder;1160;33488;5506;75183
2010;3092;Fahrräder und Behindertenfahrzeuge;10300;101982;42503;463938
2010;3099;Fahrzeuge, a.n.g.;6148;26509;10535;31661
2010;3100;Sitzmöbel und Teile dafür, Teile für Möbel;171680;528918;555197;1582560
2010;3101;Büromöbel, Ladenmöbel aus Holz;19742;110773;38320;72365
2010;3102;Küchenmöbel aus Holz;214541;958379;21928;36433
2010;3103;Matratzen;12683;55886;23305;112413
2010;3109;Sonstige Möbel;100002;417642;315726;590422
2010;3511;Elektrischer Strom;0;644478;0;427002
2010;3521;Industriell erzeugte Gase;-;-;-;-
2010;8900;Sonstige Waren;7620834;10987575;7309409;12119737
2010;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2010;;Insgesamt;99521285;160232744;169805954;176561891
2009;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;982554;168595;3055632;869367
2009;0112;Reis;-;-;1205;917
2009;0113;Gemüse und Melonen sowie Wurzeln und Knollen;1143722;136608;1805998;1316664
2009;0114;Zuckerrohr;-;-;1;4
2009;0115;Tabak;7;104;860;24336
2009;0116;Faserpflanzen;6;5;12652;11403
2009;0119;Sonstige einjährige Pflanzen;36213;59536;99637;348321
2009;0121;Wein- und Tafeltrauben;2540;3734;51871;73035
2009;0122;Tropische und subtropische Früchte;4;14;168210;142888
2009;0123;Zitrusfrüchte;1;1;467193;318537
2009;0124;Kern- und Steinobst;8506;9820;289714;239427
2009;0125;Sonstiges Baum- und Strauchobst und Nüsse;4529;12454;146968;367230
2009;0126;Ölhaltige Früchte;36;113;4330;5758
2009;0127;Pflanzen zur Herstellung von Getränken;83;472;25382;45686
2009;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1320;8807;11186;29865
2009;0129;Sonstige mehrjährige Pflanzen;4661;5082;22755;26396
2009;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;80019;217423;282332;487404
2009;0141;Kühe und Färsen, lebend;8894;24091;531;1113
2009;0142;Sonstige Rinder und Büffel, lebend, Sperma;14799;44546;1634;6198
2009;0143;Pferde und Esel, lebend;437;22354;129;2371
2009;0144;Kamele und Kamelartige, lebend;-;-;-;-
2009;0145;Schafe und Ziegen, lebend;6;12;70;107
2009;0146;Schweine, lebend;15161;28410;355992;500344
2009;0147;Geflügel, lebend, sowie Eier;192443;166617;216782;304916
2009;0149;Sonstige Nutztiere und tierische Erzeugnisse;2250;10171;2036;9464
2009;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;1031;2467;2789;6067
2009;0220;Rohholz;507595;37307;335464;41562
2009;0230;Wildwachsende Produkte (ohne Holz);3603;10614;17704;46936
2009;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;512;4400;13617;42671
2009;0510;Steinkohle;251667;47774;10058469;1234058
2009;0520;Braunkohle;389830;29438;11530;273
2009;0610;Erdöl;0;0;22905962;7201910
2009;0620;Erdgas, verflüssigt oder gasförmig;-;-;15501255;4542716
2009;0710;Eisenerze;2563;379;15532042;1106708
2009;0721;Uran- und Thoriumerze;-;-;-;-
2009;0729;NE-Metallerze (ohne Uran- und Thoriumerze);83865;33235;704088;360212
2009;0811;Natur-,-werk-, Kalk-, Gipssteine, Kreide, Schiefer;170548;16721;729322;23121
2009;0812;Kies, Sand, Ton und Kaolin;20144766;187018;1586332;122982
2009;0891;Chemische und Düngemittelminerale;174217;11396;313686;41423
2009;0892;Torf;30503;5100;92901;7050
2009;0893;Salz, reines Natriumchlorid (ohne Speisesalz);602078;31936;1259585;45830
2009;0899;Steine, Erden, a.n.g., sonstige Bergbauerzeugnisse;695009;21364;582543;79783
2009;1011;Fleisch (ohne Geflügel);1131985;1743360;605647;1159184
2009;1012;Geflügelfleisch;29326;41394;151991;362464
2009;1013;Verarbeitetes Fleisch;193615;648218;141811;433650
2009;1020;Fischerzeugnisse und andere Meeresfrüchte;18444;96618;83116;323027
2009;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;100065;75403;171798;125660
2009;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;273590;171801;315223;249341
2009;1039;Verarbeitetes Obst und Gemüse, a.n.g.;203395;354787;754365;781204
2009;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1121750;407555;2117557;997903
2009;1042;Margarine und Nahrungsfette;85129;83829;32694;36509
2009;1051;Milch und Milcherzeugnisse (ohne Speiseeis);795451;536222;742310;1159115
2009;1052;Speiseeis;92934;214057;25328;63204
2009;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;431240;165815;310716;207496
2009;1062;Stärke und Stärkeerzeugnisse;613810;216311;685397;295713
2009;1071;Backwaren (ohne Dauerbackwaren);121339;193917;69480;136368
2009;1072;Dauerbackwaren;159671;371394;134712;324677
2009;1073;Teigwaren;3069;3767;61065;56330
2009;1081;Zucker;241119;82426;190389;91804
2009;1082;Süßwaren (ohne Dauerbackwaren);236775;778090;207134;645457
2009;1083;Kaffee und Tee, Kaffee-Ersatz;39483;196044;32533;198627
2009;1084;Würzen und Soßen;107585;68569;70005;83058
2009;1085;Fertiggerichte;94670;254860;66458;187172
2009;1086;Homogenisierte Nahrungsmittelzubereitungen;24127;116345;3505;6323
2009;1089;Sonstige Nahrungsmittel, a.n.g.;150935;240218;89901;421192
2009;1091;Futtermittel für Nutztiere;451722;113824;602505;203394
2009;1092;Futtermittel für sonstige Tiere, zubereitet;177443;222725;264391;275865
2009;1101;Spirituosen;3293;9026;55061;190442
2009;1102;Traubenwein;30097;50235;184768;357140
2009;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;3983;2826;2775;2544
2009;1104;Wermutwein und andere aromatisierte Weine;183;294;5715;4679
2009;1105;Bier;137309;75492;90004;41066
2009;1106;Malz;50507;20971;101513;43251
2009;1107;Erfrischungsgetränke, natürliches Mineralwasser;2262063;225268;393576;74752
2009;1200;Tabakerzeugnisse;1405;64321;9995;124761
2009;1310;Textile Spinnstoffe und Garne;21580;49017;62214;155190
2009;1320;Gewebe;44523;418235;67836;509921
2009;1391;Gewirke und Gestricke;10583;110291;10559;61746
2009;1392;Konfektionierte Textilwaren (ohne Bekleidung);32727;283711;175556;989311
2009;1393;Teppiche und textile Fußbodenbeläge;19281;96494;78335;247219
2009;1394;Seilerwaren;2477;13361;19031;28247
2009;1395;Vliesstoffe und Vliesstofferzeugnisse;73940;364453;66518;237660
2009;1396;Technische Textilien;24977;379502;23190;229710
2009;1399;Sonstige Textilwaren, a.n.g.;12356;34333;3471;31029
2009;1411;Bekleidung aus Leder oder rekonstituiertem Leder;137;8784;1643;75913
2009;1412;Arbeitsbekleidung und Berufsbekleidung;288;8184;7304;90091
2009;1413;Sonstige Oberbekleidung;73542;246238;118744;2405631
2009;1414;Wäsche;4351;129142;102653;1815687
2009;1419;Bekleidung und Bekleidungszubehör, a.n.g.;3919;80122;42780;638315
2009;1420;Pelzwaren;5;1180;149;5371
2009;1431;Strumpfwaren;2393;86617;22010;264107
2009;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;1987;53323;44542;858957
2009;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;3287;64082;7429;99807
2009;1512;Lederwaren (ohne Lederbekleidung und Schuhe);4259;61888;40471;372567
2009;1520;Schuhe;5234;138942;80934;1143288
2009;1610;Holz, gesägt und gehobelt;607253;155485;375413;152379
2009;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;671448;443658;599956;269826
2009;1622;Parkettböden;2447;8187;14992;36311
2009;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;27579;76085;39471;65913
2009;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;63837;26677;170526;54370
2009;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;21417;61816;209542;259585
2009;1711;Holz- und Zellstoff;156174;52013;824687;342827
2009;1712;Papier und Pappe;2114388;1663013;1793364;1444276
2009;1721;Wellpapier und -pappe, Verpackungsmittel;418776;740650;92605;159609
2009;1722;Haushalts-, Hygiene- und Toilettenartikel;371096;936143;164257;347221
2009;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;46188;88082;31282;92960
2009;1724;Tapeten;25530;101209;1635;7806
2009;1729;Andere Waren aus Papier, Karton und Pappe;32808;120279;45291;139636
2009;1910;Kokereierzeugnisse;262984;80927;828426;162264
2009;1920;Mineralölerzeugnisse;3727157;1266272;14043440;5419020
2009;2011;Industriegase;97780;26711;307494;67116
2009;2012;Farbstoffe und Pigmente;611387;922723;142381;318578
2009;2013;Sonstige anorganische Grundstoffe und Chemikalien;2225389;1229829;1072111;570604
2009;2014;Sonstige organische Grundstoffe und Chemikalien;5672069;5620710;4565501;3888919
2009;2015;Düngemittel und Stickstoffverbindungen;446005;120424;714427;147080
2009;2016;Kunststoffe, in Primärformen;4479303;5791009;1792752;2252960
2009;2017;Synthetischer Kautschuk, in Primärformen;310999;434588;96600;181479
2009;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;58192;505344;30808;181557
2009;2030;Anstrichmittel, Druckfarben und Kitte;589218;1334072;166516;420493
2009;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;815332;1073356;720407;816189
2009;2042;Körperpflegemittel und Duftstoffe;205214;985001;145343;862121
2009;2051;Pyrotechnische Erzeugnisse;9198;33426;10495;22691
2009;2052;Klebstoffe;148413;275024;67423;177866
2009;2053;Etherische Öle;30050;360919;18283;187409
2009;2059;Sonstige chemische Erzeugnisse, a.n.g.;1260645;2207503;993008;1714374
2009;2060;Chemiefasern;117328;289586;144635;256723
2009;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;58554;474456;108445;371843
2009;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;45412;2912490;41873;2791246
2009;2211;Herstellung und Runderneuerung von Bereifungen;54786;300423;97091;333045
2009;2219;Andere Gummiwaren (ohne Bereifungen);106774;736250;111535;648314
2009;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;539133;1798988;313108;976718
2009;2222;Verpackungsmittel aus Kunststoffen;217667;650364;236595;497844
2009;2223;Baubedarfsartikel aus Kunststoffen;70953;319970;90992;237452
2009;2229;Sonstige Kunststoffwaren;250245;1448175;217629;1042098
2009;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);350564;167310;155882;66218
2009;2312;Veredeltes und bearbeitetes Flachglas;155897;325819;139661;319035
2009;2313;Hohlglas;211070;169281;81898;141203
2009;2314;Glasfasern und Waren daraus;20720;67730;84476;121424
2009;2319;Sonstiges Glas (einschl. technischer Glaswaren);4855;29788;20928;53294
2009;2320;Feuerfeste keramische Werkstoffe;322251;314923;86889;92240
2009;2331;Keramische Wand-, Bodenfliesen und -platten;40648;26635;234275;117394
2009;2332;Ziegel und sonstige Baukeramik;340978;85808;86763;20393
2009;2341;Keramische Haushaltswaren und Ziergegenstände;6957;18814;65986;114387
2009;2342;Sanitärkeramik;7379;27428;21015;39495
2009;2343;Isolatoren und Isolierteile aus Keramik;656;11799;1965;12948
2009;2344;Keramische Waren für sonstige technische Zwecke;2693;42710;2139;24053
2009;2349;Andere keramische Waren, a.n.g.;21991;38120;17929;19728
2009;2351;Zement;3602055;259829;325190;59900
2009;2352;Kalk und gebrannter Gips;1030388;71950;245782;24662
2009;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;924000;93996;129713;29334
2009;2362;Gipserzeugnisse für den Bau;109132;15090;32679;7820
2009;2363;Frischbeton (Transportbeton);220552;7414;7982;319
2009;2364;Mörtel und anderer Beton, nicht feuerfest;295534;82450;6598;1477
2009;2365;Faserzementwaren;40282;29763;7415;4555
2009;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;165330;23776;42732;17275
2009;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;62264;16495;265823;102788
2009;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;10597;108482;14357;140040
2009;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;225768;332248;159830;237625
2009;2410;Roheisen, Stahl und Ferrolegierungen;4830315;4383076;7823331;5749611
2009;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;1808198;3798597;757441;1029047
2009;2431;Blankstahl;126642;227433;180311;291383
2009;2432;Kaltband, Breite<600mm;867399;973245;235414;258233
2009;2433;Kaltprofile;135831;219395;50907;72367
2009;2434;Kaltgezogener Draht;170851;255862;185402;219364
2009;2441;Edelmetalle und Halbzeug daraus;60;13637;43;56752
2009;2442;Aluminium und Halbzeug daraus;991221;2797113;1595342;2324298
2009;2443;Blei, Zink und Zinn und Halbzeug daraus;157487;263779;294629;433125
2009;2444;Kupfer und Halbzeug daraus;298942;1519871;336561;1300623
2009;2445;Sonstige NE-Metalle und Halbzeug daraus;32727;453122;83298;727321
2009;2446;Kernbrennstoffe;199;217;5378;402755
2009;2451;Eisengießereierzeugnisse;4300;13922;19430;35145
2009;2452;Stahlgießereierzeugnisse;148;2761;982;6094
2009;2511;Metallkonstruktionen;352478;853035;247492;505274
2009;2512;Ausbauelemente aus Stahl und Aluminium;48558;255393;12147;57313
2009;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;29453;275210;30479;201460
2009;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;33496;119954;20463;61810
2009;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;7501;115560;24796;134761
2009;2540;Waffen und Munition, Teile dafür;981;58269;1151;20979
2009;2571;Schneidwaren und Bestecke, aus unedlen Metallen;13507;377757;16960;210518
2009;2572;Schlösser und Beschläge, aus unedlen Metallen;190550;1511125;138460;689733
2009;2573;Werkzeuge;55549;1033922;65859;689361
2009;2591;Metallbehälter, Fassungsvermögen<=300l;36082;113100;12139;38530
2009;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;73170;401400;16387;71748
2009;2593;Drahtwaren, Ketten und Federn;324704;749957;178186;282406
2009;2594;Schrauben und Nieten;155106;755049;185766;519852
2009;2599;Andere Metallwaren, a.n.g.;466893;1704320;347749;1218066
2009;2611;Elektronische Bauelemente;16873;740144;68446;2140940
2009;2612;Bestückte Leiterplatten;1231;146738;3640;197773
2009;2620;Datenverarbeitungsgeräte und periphere Geräte;38840;1493699;79717;3634894
2009;2630;Geräte u. Einricht. d. Telekommunikationstechnik;16141;781848;25913;3692531
2009;2640;Geräte der Unterhaltungselektronik;12924;325176;113488;2268583
2009;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;20542;1792789;18623;1430241
2009;2652;Uhren;273;35166;2973;178276
2009;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;1522;152442;2668;388705
2009;2670;Optische und fotografische Instrumente und Geräte;1213;158408;6374;764908
2009;2680;Magnetische und optische Datenträger;28450;231987;23982;187216
2009;2711;Elektromotoren,Generatoren,Transformatoren,Teile;74807;1379656;120696;1287063
2009;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;45149;1525516;28232;891597
2009;2720;Akkumulatoren und Batterien;46706;196212;54195;255012
2009;2731;Glasfaserkabel;7020;55306;2454;43039
2009;2732;Sonstige elektronische und elektrische Kabel;100438;701002;104764;456974
2009;2733;Elektrisches Installationsmaterial;42144;1164954;32838;623900
2009;2740;Elektrische Lampen und Leuchten;34126;955303;105656;891838
2009;2751;Elektrische Haushaltsgeräte, Teile dafür;141418;1407827;207396;993527
2009;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;15653;115416;31961;142802
2009;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;93049;859321;66883;609959
2009;2811;Verbrennungsmotoren und Turbinen;209581;1550015;57905;606758
2009;2812;Hydraulische, pneumatische Komponenten und Systeme;17984;405569;12648;223876
